X-Data [Hz]	Laser (M - Filtered) [m/s]	Phase [Deg]	Laser (M - Filtered) [m/s]	Phase [Deg]	
	002: [07-09-24 15:24]		003: [07-09-24 15:27]	
        41,5	   0,0104767	79,4	   0,0111595	79,1
      41,502	   0,0106654	80,3	   0,0111266	79,0
     41,5039	   0,0108775	80,8	   0,0110396	77,8
     41,5059	   0,0109051	78,8	   0,0110564	77,1
     41,5078	   0,0109427	79,8	   0,0111199	80,4
     41,5098	   0,0110612	78,0	   0,0110936	78,5
     41,5117	     0,01104	80,0	   0,0111139	79,7
     41,5137	   0,0111287	80,3	   0,0111161	79,3
     41,5156	   0,0110701	79,2	   0,0112357	78,2
     41,5176	   0,0111889	79,7	   0,0112403	79,3
     41,5196	   0,0112579	77,3	    0,011229	78,5
     41,5215	   0,0111744	77,7	     0,01111	80,9
     41,5235	   0,0111736	79,3	   0,0111394	77,5
     41,5254	   0,0113029	79,1	    0,011207	77,7
     41,5274	   0,0112371	77,6	   0,0113008	79,1
     41,5293	   0,0111393	77,1	   0,0112663	79,2
     41,5313	   0,0113189	79,2	   0,0111993	79,5
     41,5332	   0,0112564	78,5	   0,0112861	77,7
     41,5352	   0,0111765	79,5	   0,0112718	79,5
     41,5371	    0,011242	79,1	   0,0112776	78,9
     41,5391	   0,0113019	79,4	   0,0112467	77,9
     41,5411	   0,0112827	79,3	   0,0113626	79,0
      41,543	   0,0113267	78,4	   0,0113906	78,4
      41,545	   0,0113866	81,7	   0,0113496	79,7
     41,5469	   0,0114594	77,6	   0,0113312	78,6
     41,5489	   0,0113435	78,1	   0,0113478	80,6
     41,5508	   0,0113522	78,4	   0,0113673	80,6
     41,5528	   0,0114108	78,1	   0,0114519	79,2
     41,5547	   0,0114693	79,3	   0,0114091	80,2
     41,5567	   0,0114458	78,3	   0,0114398	76,6
     41,5587	   0,0113981	79,1	   0,0115779	80,3
     41,5606	   0,0114548	78,5	   0,0114787	80,4
     41,5626	   0,0115193	80,9	   0,0114517	78,2
     41,5645	   0,0115459	81,0	   0,0114956	79,2
     41,5665	   0,0114648	78,8	   0,0115061	77,2
     41,5684	    0,011425	80,4	   0,0115907	79,6
     41,5704	   0,0116082	78,9	   0,0116699	78,8
     41,5723	   0,0116125	79,6	   0,0116455	80,5
     41,5743	   0,0115469	79,9	   0,0115299	78,8
     41,5762	   0,0115046	80,3	   0,0115889	78,0
     41,5782	   0,0115023	81,9	   0,0116011	79,9
     41,5802	   0,0116271	78,6	   0,0116552	79,1
     41,5821	   0,0116108	79,0	   0,0115925	82,1
     41,5841	   0,0117285	79,6	   0,0115228	80,9
      41,586	   0,0116278	79,2	   0,0116893	78,0
      41,588	   0,0116006	80,0	   0,0117129	80,4
     41,5899	   0,0116137	77,9	   0,0117532	79,9
     41,5919	   0,0117108	81,1	   0,0117064	80,8
     41,5938	   0,0118096	79,4	   0,0117167	78,8
     41,5958	   0,0117242	81,5	   0,0117005	79,8
     41,5978	   0,0117118	79,4	   0,0117172	78,7
     41,5997	   0,0116647	78,6	   0,0117075	78,0
     41,6017	   0,0117955	80,9	    0,011752	81,8
     41,6036	   0,0118663	79,2	   0,0118236	79,3
     41,6056	   0,0118142	81,3	   0,0117522	80,8
     41,6075	   0,0117015	79,0	   0,0117675	80,4
     41,6095	   0,0118093	80,0	   0,0118672	78,1
     41,6114	   0,0119177	80,0	   0,0118809	80,0
     41,6134	   0,0118569	78,0	   0,0119246	80,0
     41,6153	   0,0117775	79,0	   0,0119056	80,0
     41,6173	   0,0117534	80,3	   0,0118902	79,2
     41,6193	   0,0119114	79,4	   0,0118485	78,6
     41,6212	    0,011971	79,5	   0,0119173	79,8
     41,6232	   0,0118947	78,1	   0,0118889	79,2
     41,6251	   0,0120071	81,9	    0,012049	79,2
     41,6271	   0,0120307	80,1	   0,0120615	81,4
      41,629	   0,0119183	80,9	   0,0119733	78,9
      41,631	   0,0119469	82,5	   0,0120315	80,4
     41,6329	   0,0120421	78,6	    0,012031	79,1
     41,6349	   0,0120593	80,9	   0,0121059	80,3
     41,6369	    0,012058	79,9	   0,0121506	80,2
     41,6388	   0,0121088	81,3	   0,0121228	79,5
     41,6408	   0,0121279	79,2	    0,012086	81,3
     41,6427	   0,0120725	78,0	   0,0120634	78,6
     41,6447	    0,012096	80,2	   0,0121324	78,9
     41,6466	   0,0120758	80,3	   0,0120775	80,0
     41,6486	   0,0121331	81,8	   0,0121111	79,6
     41,6505	   0,0121655	82,2	   0,0122614	80,9
     41,6525	   0,0122323	79,5	   0,0122198	81,2
     41,6544	   0,0121087	79,9	   0,0122161	80,6
     41,6564	   0,0121028	78,7	   0,0121594	80,9
     41,6584	   0,0121979	81,6	   0,0122226	79,4
     41,6603	   0,0122771	81,6	   0,0123526	81,0
     41,6623	   0,0123062	80,0	   0,0124134	79,9
     41,6642	   0,0122755	81,3	   0,0123645	80,3
     41,6662	   0,0121875	80,5	   0,0122185	79,7
     41,6681	   0,0122999	82,0	   0,0122869	78,7
     41,6701	   0,0123546	82,8	   0,0123596	82,0
      41,672	   0,0123378	81,3	   0,0123824	80,6
      41,674	   0,0124376	81,4	    0,012405	81,2
      41,676	    0,012448	78,7	   0,0124744	80,8
     41,6779	   0,0123721	79,4	   0,0124108	79,6
     41,6799	   0,0123547	80,9	   0,0123833	80,2
     41,6818	   0,0123593	79,0	   0,0125029	79,9
     41,6838	   0,0124583	82,5	    0,012545	81,5
     41,6857	   0,0124088	80,7	   0,0125378	82,6
     41,6877	   0,0123845	80,8	   0,0125375	79,7
     41,6896	   0,0124338	81,0	   0,0126052	79,4
     41,6916	   0,0124818	81,3	   0,0125322	81,0
     41,6936	   0,0125185	81,7	   0,0124674	79,2
     41,6955	   0,0124566	81,6	   0,0126249	81,4
     41,6975	   0,0125611	81,2	   0,0126053	80,7
     41,6994	   0,0126297	79,7	   0,0125835	82,1
     41,7014	   0,0125912	79,5	    0,012595	81,1
     41,7033	   0,0126675	82,1	   0,0125332	81,2
     41,7053	   0,0126637	81,3	    0,012598	82,4
     41,7072	   0,0126236	82,3	     0,01268	80,8
     41,7092	   0,0126526	82,9	   0,0127162	81,2
     41,7111	   0,0126916	80,2	   0,0127246	79,7
     41,7131	   0,0127488	80,6	   0,0127795	79,1
     41,7151	   0,0126921	80,8	   0,0127427	81,4
      41,717	   0,0127223	80,9	   0,0128009	79,3
      41,719	   0,0127499	83,0	   0,0128426	83,9
     41,7209	    0,012807	81,2	   0,0127579	82,3
     41,7229	   0,0127551	81,9	   0,0127862	80,5
     41,7248	   0,0127479	81,9	   0,0128783	81,9
     41,7268	   0,0128452	82,2	   0,0129343	81,2
     41,7287	   0,0129544	81,8	   0,0129119	82,8
     41,7307	   0,0129231	80,9	   0,0129373	82,7
     41,7327	    0,012916	81,8	   0,0129833	80,6
     41,7346	   0,0128723	80,3	   0,0129621	83,0
     41,7366	   0,0128852	80,5	   0,0128964	82,2
     41,7385	   0,0128759	80,6	   0,0128956	79,7
     41,7405	    0,012959	80,8	   0,0130221	81,5
     41,7424	   0,0129985	82,5	   0,0130839	80,2
     41,7444	   0,0129561	83,1	   0,0130952	82,2
     41,7463	   0,0129707	82,3	   0,0130875	82,0
     41,7483	   0,0130289	81,1	   0,0130293	81,0
     41,7502	   0,0130803	79,9	   0,0130958	81,8
     41,7522	   0,0131019	80,8	   0,0130755	81,4
     41,7542	   0,0130857	83,8	   0,0130468	82,1
     41,7561	   0,0131754	82,6	    0,013169	83,5
     41,7581	   0,0132201	80,9	   0,0132372	81,6
       41,76	   0,0131007	81,9	   0,0132421	82,9
      41,762	    0,013073	80,1	   0,0132727	83,0
     41,7639	   0,0131756	83,1	   0,0133056	80,4
     41,7659	   0,0132346	83,8	   0,0132603	82,8
     41,7678	   0,0131499	82,6	   0,0132163	81,2
